No.,CUSTOMER_GROUP,CusName,Model,PartNo,PartName,GROUP_NAME,Surface,BeatName,DIAMETER1,DIAMETER2,THICKNESS,LENGTH,OperName,01/2025_PCS,01/2025_Wgt,02/2025_PCS,02/2025_Wgt,03/2025_PCS,03/2025_Wgt,04/2025_PCS,04/2025_Wgt,05/2025_PCS,05/2025_Wgt,06/2025_PCS,06/2025_Wgt,07/2025_PCS,07/2025_Wgt,08/2025_PCS,08/2025_Wgt,09/2025_PCS,09/2025_Wgt,10/2025_PCS,10/2025_Wgt,11/2025_PCS,11/2025_Wgt,12/2025_PCS,12/2025_Wgt,Forecast Date,NoCol,ItemNo
123,YAMAHA,KMV,,1FC-F1185-00-000Y,"SEAT,RAIL 1",STKM11A,P,Khong,25.4,0.0,1.6,845.0,B,28205.0,22379.0,39200.0,31103.0,39400.0,31262.0,34200.0,27136.0,32192.0,25543.0,,,,,,,,,,,,,,,,0,0.0
124,YAMAHA,KMV,,2HC-F3827-00-000Y,BOSS STRG,STKM11A,P,Khong,25.4,0.0,3.2,44.5,C,,,,,2400.0,187.0,800.0,62.0,1800.0,140.0,,,,,,,,,,,,,,,,0,0.0
125,YAMAHA,KMV,,1TD-F3576-00-000Y,BOSS,STKM11A,P,Khong,25.4,0.0,3.2,49.5,C,4920.0,427.0,6720.0,583.0,2400.0,208.0,2080.0,180.0,,,,,,,,,,,,,,,,,,0,0.0
126,YAMAHA,KMV,,2LS-F3545-00-000Y,HEAD PIPE,STKM11A,P,Khong,25.4,0.0,3.2,214.0,C,966.0,362.0,,,1920.0,720.0,960.0,360.0,825.0,309.0,,,,,,,,,,,,,,,,0,0.0
127,YAMAHA,KMV,,1TD-F3545-00-000Y,HEAD PIPE,STKM11A,P,Khong,25.4,0.0,3.2,242.0,C,900.0,382.0,,,650.0,276.0,270.0,114.0,240.0,102.0,,,,,,,,,,,,,,,,0,0.0
128,YAMAHA,KMV,,BG4-F486A-00-000Y,PIPE,STKM11A,P,Khong,28.6,0.0,2.0,1070.0,B,,,,,240.0,337.0,180.0,253.0,600.0,842.0,,,,,,,,,,,,,,,,0,0.0
129,YAMAHA,KMV,,55P-F1196-00-000Y,CROSS TUBE 1,STKM11A,P,Co,28.6,0.0,2.6,176.0,C,,,,,16.0,5.0,,,,,,,,,,,,,,,,,,,,0,1.0
130,YAMAHA,KMV,,5HU-F2161-10-0000,PIPE HEAD,STKM11A,P,Co,29.4,0.0,3.2,41.0,C,65786.0,5575.0,83136.0,7046.0,84510.0,7162.0,76414.0,6476.0,68456.0,5801.0,,,,,,,,,,,,,,,,0,0.0
131,YAMAHA,KMV,,B63-F1196-00-000Y,CROSS TUBE 1,STKM11A,P,Khong,38.1,0.0,2.3,308.0,B,300.0,188.0,283.0,177.0,267.0,167.0,1106.0,692.0,1050.0,657.0,,,,,,,,,,,,,,,,0,0.0
132,YAMAHA,KMV,,B9Y-F1414-00-0000,,STKM11A,P,Khong,38.1,0.0,2.6,259.8,C,2000.0,1183.0,600.0,355.0,1800.0,1064.0,2200.0,1301.0,2200.0,1301.0,,,,,,,,,,,,,,,,0,0.0
133,YAMAHA,KMV,,BJ7-F1196-00-000Y,CROSS TUBE 1,STKM11A,P,Khong,42.7,0.0,2.0,214.0,B,960.0,412.0,1343.0,577.0,2751.0,1182.0,2802.0,1203.0,2450.0,1052.0,,,,,,,,,,,,,,,,0,0.0
134,YAMAHA,KMV,,2JH-F1311-00-001Y,PIPE STEERING HEAD,STKM11A,P,Co,42.7,0.0,3.5,195.0,C,14858.0,9802.0,18771.0,12383.0,18468.0,12183.0,17132.0,11302.0,16238.0,10712.0,,,,,,,,,,,,,,,,0,0.0
135,YAMAHA,KMV,,2TD-F1311-00-000Y,"PIPE, STEERING HEAD",STKM11A,P,Co,42.7,0.0,3.5,261.0,C,2532.0,2236.0,2568.0,2267.0,4969.0,4387.0,5909.0,5217.0,5650.0,4989.0,,,,,,,,,,,,,,,,0,0.0
136,YAMAHA,KMV,,4D1-F1311-00-000Y,PIPE STEERING HEAD,STKM11A,P,Co,42.7,0.0,3.5,263.0,C,,,5.0,4.0,8.0,7.0,8.0,7.0,4.0,4.0,,,,,,,,,,,,,,,,0,0.0
137,YAMAHA,KMV,,J0A-F2191-00-000Y,MBR LH,STKM11A,P,Khong,48.6,0.0,2.0,1804.0,B,705.0,2923.0,1440.0,5970.0,1940.0,8042.0,4200.0,17411.0,900.0,3731.0,,,,,,,,,,,,,,,,0,0.0
138,YAMAHA,KMV,,J0G-F2191-00-000Y,"MBR., LH",STKM11A,P,Khong,48.6,0.0,3.1,1830.0,B,286.0,1820.0,170.0,1082.0,220.0,1400.0,140.0,891.0,270.0,1718.0,,,,,,,,,,,,,,,,0,0.0
139,YAMAHA,KMV,,TA300216-1-1-0000,Pipe 1,STKM11A,P,Khong,50.8,0.0,1.6,630.6,B,1.0,1.0,,,172.0,211.0,164.0,201.0,164.0,201.0,,,,,,,,,,,,,,,,0,0.0
140,YAMAHA,KMV,,BJ7-F1115-00-000Y,"PIPE, MAIN",STKM11A,P,Khong,60.5,0.0,2.0,1020.0,C,400.0,1177.0,745.0,2192.0,1376.0,4049.0,1401.0,4123.0,1225.0,3605.0,,,,,,,,,,,,,,,,0,0.0
141,YAMAHA,KMV,,B63-F1115-00-000Y,PIPE MAIN,STKM11A,P,Khong,60.5,0.0,2.0,1060.0,C,100.0,306.0,166.0,508.0,134.0,410.0,553.0,1691.0,525.0,1606.0,,,,,,,,,,,,,,,,0,0.0
142,YAMAHA,KMV,,5WP-8181J-01-000Y,YOKE,STKM11A,P,Co,60.8,0.0,3.8,55.0,A,1884.0,553.0,2060.0,605.0,2680.0,787.0,2840.0,834.0,2440.0,717.0,,,,,,,,,,,,,,,,0,0.0
143,YAMAHA,KMV,,B4J-E8155-00-0000,"SHAFT, SHIFT 2",STKM12C,P,Co,15.0,10.3,2.35,103.0,C,,,,,1800.0,136.0,,,500.0,38.0,,,,,,,,,,,,,,,,0,0.0
144,YAMAHA,KMV,,2D1408-12(1)-0000,PIPE,STKM12C,P,Co,23.0,12.4,5.3,96.0,C,12001.0,2665.0,9600.0,2132.0,4900.0,1088.0,7200.0,1599.0,7200.0,1599.0,,,,,,,,,,,,,,,,0,0.0
145,YAMAHA,KMV,,BEB-28356-00L-000Y,PIPE 4,STKM13A,C,Khong,12.7,0.0,1.2,80.0,B,1651.0,45.0,,,1680.0,46.0,,,528.0,14.0,,,,,,,,,,,,,,,,0,0.0
146,SUZUKI,KMV,,52419-34K00-000Y,"PIPE, SPSN ARM LOWER CTR",STKM13A,C,Khong,12.7,0.0,1.2,144.0,B,,,1981.0,97.0,1512.0,74.0,1512.0,74.0,1512.0,74.0,,,,,,,,,,,,,,,,0,0.0
147,SUZUKI,KMV,SUZUKI,46414-31G10-000Y,"FENCE, FR CARRIER",STKM13A,C,Khong,12.7,0.0,1.2,241.0,B,,,,,169.0,14.0,165.0,14.0,160.0,13.0,,,,,,,,,,,,,,,,0,0.0
148,YAMAHA,KMV,,56163-34K00-001Y,"TUBE, HANDLE COVER BRACE",STKM13A,C,Khong,15.9,0.0,1.2,316.0,B,,,1010.0,139.0,756.0,104.0,756.0,104.0,756.0,104.0,,,,,,,,,,,,,,,,0,0.0
149,SUZUKI,KMV,SUZUKI,46412-34K00-000Y,"BRIDGE, FR CARRIER NO.1",STKM13A,C,Khong,17.3,0.0,1.2,810.0,B,,,1186.0,457.0,700.0,270.0,756.0,291.0,756.0,291.0,,,,,,,,,,,,,,,,0,0.0
150,SUZUKI,KMV,SUZUKI,43712-27H00-000Y,"TUBE, FRONT GRIP NO.1, R",STKM13A,P,Khong,19.1,0.0,1.4,280.0,B,,,,,316.0,54.0,320.0,55.0,320.0,55.0,,,,,,,,,,,,,,,,0,0.0
151,YAMAHA,KMV,,2ND-F119X-00-000Y,"PIPE,1",STKM13A,P,Khong,19.1,0.0,1.6,148.0,B,1224.0,125.0,1708.0,174.0,1422.0,145.0,1526.0,156.0,1200.0,123.0,,,,,,,,,,,,,,,,0,0.0
152,YAMAHA,KMV,,BYP-E8115-00-1-000Y,ROD SHIF,STKM13A,P,Khong,19.1,0.0,2.0,931.5,B,,,,,480.0,377.0,,,400.0,314.0,,,,,,,,,,,,,,,,0,0.0
153,SUZUKI,KMV,SUZUKI,46415-34K00-000Y,"LEG, FR CARRIER FR, R",STKM13A,P,Khong,22.2,0.0,1.4,120.0,B,,,2371.0,204.0,1400.0,121.0,1512.0,130.0,1512.0,130.0,,,,,,,,,,,,,,,,0,0.0
154,SUZUKI,KMV,SUZUKI,46416-34K00-000Y,"LEG, FR CARRIER RR",STKM13A,P,Khong,22.2,0.0,1.4,192.0,B,,,2400.0,331.0,1400.0,193.0,1512.0,208.0,1512.0,208.0,,,,,,,,,,,,,,,,0,0.0
155,SUZUKI,KMV,SUZUKI,43716-27H00-000Y,"TUBE, FRONT GRIP NO.3, R",STKM13A,P,Khong,22.2,0.0,1.4,256.0,B,,,,,330.0,61.0,330.0,61.0,330.0,61.0,,,,,,,,,,,,,,,,0,0.0
156,SUZUKI,KMV,SUZUKI,43994-34K00-000Y,"TUBE, FONT GRIP FTG, R",STKM13A,P,Khong,22.2,0.0,1.4,293.0,B,,,2727.0,574.0,1320.0,278.0,1512.0,318.0,1512.0,318.0,,,,,,,,,,,,,,,,0,0.0
157,SUZUKI,KMV,SUZUKI,43991-34K00-000Y,"TUBE, FONT GRIP",STKM13A,P,Khong,22.2,0.0,1.4,620.0,B,,,1362.0,606.0,660.0,294.0,756.0,337.0,756.0,337.0,,,,,,,,,,,,,,,,0,0.0
158,SUZUKI,KMV,SUZUKI,43992-34K00-000Y,"TUBE, FONT GRIP NO.1, R",STKM13A,P,Khong,22.2,0.0,1.4,641.0,B,,,2714.0,1249.0,1320.0,608.0,1512.0,696.0,1512.0,696.0,,,,,,,,,,,,,,,,0,0.0
159,SUZUKI,KMV,SUZUKI,46311-34K00-001Y,"TUBE, RR CARRIER FRAME, L",STKM13A,P,Khong,22.2,0.0,1.4,1306.0,B,,,2830.0,2654.0,1242.0,1165.0,1512.0,1418.0,1512.0,1418.0,,,,,,,,,,,,,,,,0,0.0
160,SUZUKI,KMV,SUZUKI,46311-31G32-001Y,"TUBE, RR CARRIER FRAME",STKM13A,P,Khong,22.2,0.0,1.4,2595.0,B,,,,,170.0,317.0,165.0,307.0,160.0,298.0,,,,,,,,,,,,,,,,0,0.0
161,SUZUKI,KMV,SUZUKI,46417-27H00-000Y,"LED, FR CARRIER REAR, R",STKM13A,P,Khong,22.2,0.0,1.6,175.0,B,,,,,380.0,54.0,330.0,47.0,270.0,38.0,,,,,,,,,,,,,,,,0,0.0
162,SUZUKI,KMV,SUZUKI,46415-27H00-000Y,"LEG, FR CARRIER FRONT, R",STKM13A,P,Khong,22.2,0.0,1.6,236.0,B,,,,,331.0,64.0,330.0,63.0,320.0,61.0,,,,,,,,,,,,,,,,0,0.0
163,SUZUKI,KMV,SUZUKI,46314-34K00-000Y,"LEG, RR CARRIER FRONT",STKM13A,P,Khong,25.4,0.0,1.4,105.0,B,,,2880.0,251.0,1242.0,108.0,1512.0,132.0,1512.0,132.0,,,,,,,,,,,,,,,,0,0.0
164,SUZUKI,KMV,SUZUKI,46314-27H00-000Y,"LEG, RR CARRIER FRONT, R",STKM13A,P,Khong,25.4,0.0,1.4,186.0,B,,,,,337.0,52.0,330.0,51.0,320.0,49.0,,,,,,,,,,,,,,,,0,0.0
165,SUZUKI,KMV,SUZUKI,46316-34K00-000Y,"LEG, RR CARRIER REAR, R",STKM13A,P,Khong,25.4,0.0,1.4,229.0,B,,,2820.0,535.0,1242.0,236.0,1512.0,287.0,1512.0,287.0,,,,,,,,,,,,,,,,0,0.0
166,SUZUKI,KMV,SUZUKI,46316-27H00-000Y,"LEG, RR CARRIER REAR, R",STKM13A,P,Khong,25.4,0.0,1.4,288.0,B,,,,,330.0,79.0,330.0,79.0,320.0,76.0,,,,,,,,,,,,,,,,0,0.0
167,YAMAHA,KMV,,2ND-F111J-00-000Y,"MBR., SIDE 1",STKM13A,P,Khong,25.4,0.0,2.0,369.0,B,1440.0,613.0,1516.0,646.0,1422.0,606.0,1526.0,650.0,1200.0,511.0,,,,,,,,,,,,,,,,0,0.0
168,SUZUKI,KMV,SUZUKI,43714-27H00-000Y,"TUBE, FRONT GRIP NO.2, R",STKM13A,P,Khong,28.6,0.0,1.4,266.0,B,,,,,301.0,75.0,330.0,82.0,330.0,82.0,,,,,,,,,,,,,,,,0,0.0
169,SUZUKI,KMV,,52438-31G10-0000,"BOSS, SPSN ARM PIVOT",STKM13A,P,Co,28.6,0.0,3.2,137.2,C,1.0,0.0,2160.0,594.0,1512.0,416.0,1512.0,416.0,1512.0,416.0,,,,,,,,,,,,,,,,0,0.0
170,YAMAHA,KMV,,2TD-F119Y-00-000Y,PIPE 2,STKM13A,P,Khong,31.8,0.0,1.6,620.0,B,552.0,408.0,216.0,160.0,447.0,330.0,401.0,296.0,600.0,443.0,,,,,,,,,,,,,,,,0,0.0
171,SUZUKI,KMV,SUZUKI,43711-27H00-000Y,"TUBE, FRONT GRIP",STKM13A,P,Khong,31.8,0.0,1.6,1097.0,B,,,,,160.0,209.0,160.0,209.0,160.0,209.0,,,,,,,,,,,,,,,,0,0.0
172,YAMAHA,KMV,,B4J-F840D-00-000Y,"PIPE, 3",STKM13A,P,Khong,31.8,0.0,2.3,844.0,B,360.0,508.0,,,706.0,997.0,360.0,508.0,370.0,522.0,,,,,,,,,,,,,,,,0,0.0
173,YAMAHA,KMV,,J0P-K8121-00-000Y,REINF,STKM13A,P,Khong,32.0,32.0,2.3,1190.0,B,,,,,,,19.0,50.0,60.0,157.0,,,,,,,,,,,,,,,,0,0.0
174,YAMAHA,KMV,,B4J-F840B-00-000Y,"PIPE,1",STKM13A,P,Khong,38.1,0.0,2.3,377.0,B,,,,,1754.0,1343.0,1200.0,919.0,770.0,590.0,,,,,,,,,,,,,,,,0,0.0
175,YAMAHA,KMV,,J0G-F3315-00-000Y,"MBR.,CROSS",STKM13A,P,Khong,38.1,0.0,2.3,426.0,B,1004.0,869.0,1623.0,1404.0,2160.0,1869.0,4340.0,3755.0,1170.0,1012.0,,,,,,,,,,,,,,,,0,0.0
176,SUZUKI,KMV,,52417-19B00-000Y,"BOSS, SPSN ARM LOWER PVT",STKM13A,P,Co,41.0,0.0,3.5,33.0,A,14.0,1.0,4320.0,461.0,3024.0,323.0,3024.0,323.0,3024.0,323.0,,,,,,,,,,,,,,,,0,0.0
177,YAMAHA,KMV,,B4J-F841D-00-000Y,"PIPE, 3",STKM13A,P,Khong,45.0,0.0,2.3,963.0,B,,,,,146.0,341.0,,,30.0,70.0,,,,,,,,,,,,,,,,0,0.0
178,YAMAHA,KMV,,3S4-F1115-00-000Y,PIPE MAIN,STKM13A,P,Khong,48.6,0.0,3.2,701.0,B,7851.0,19719.0,7652.0,19219.0,9352.0,23489.0,8164.0,20505.0,8191.0,20573.0,,,,,,,,,,,,,,,,0,0.0
179,YAMAHA,KMV,,2TD-F1191-00-000Y,DOWN TUBE 1,STKM13A,P,Khong,60.5,0.0,2.0,1036.0,B,249.0,744.0,126.0,377.0,228.0,681.0,201.0,601.0,300.0,897.0,,,,,,,,,,,,,,,,0,0.0
180,YAMAHA,KMV,,TM-784A-1-2-0000,BRACKET,STKM13C,P,Co,46.0,38.0,4.0,38.0,C,4002.0,630.0,5620.0,885.0,15792.0,2486.0,14112.0,2222.0,13440.0,2116.0,,,,,,,,,,,,,,,,0,0.0
181,HONDA USA,KMV,,51374-HS0-AF00-H1-000Y,"PIPE,UPPER ARM",STKM14B,P,Khong,22.2,0.0,1.6,500.0,B,,,719.0,292.0,719.0,292.0,719.0,292.0,719.0,292.0,,,,,,,,,,,,,,,,0,0.0
182,YAMAHA,KMV,,2TD-F119X-00-000Y,PIPE 1,STKMHT490,P,Khong,15.9,0.0,1.6,279.0,B,486.0,76.0,244.0,38.0,472.0,74.0,400.0,63.0,600.0,94.0,,,,,,,,,,,,,,,,0,0.0
183,YAMAHA,KMV,,B8K-K7173-00-000Y,LEVEL LATCH 1,STKMHT490,P,Khong,15.9,0.0,1.6,1677.0,B,800.0,757.0,200.0,189.0,1000.0,946.0,400.0,378.0,600.0,567.0,,,,,,,,,,,,,,,,0,0.0
184,YAMAHA,KMV,,B5V-F119Y-00-000Y,PIPE 2,STKMHT490,P,Khong,19.1,0.0,1.6,163.0,B,12868.0,1447.0,21210.0,2385.0,16810.0,1891.0,16410.0,1846.0,14800.0,1665.0,,,,,,,,,,,,,,,,0,0.0
185,YAMAHA,KMV,,2TD-F116F-00-000Y,STAY REAR,STKMHT490,P,Khong,19.1,0.0,1.6,297.0,B,504.0,103.0,256.0,52.0,452.0,93.0,400.0,82.0,600.0,123.0,,,,,,,,,,,,,,,,0,0.0
186,YAMAHA,KMV,,BG4-F3851-00-000Y,ARM OUT SIDE 1,STKMHT490,P,Khong,19.1,0.0,2.0,266.0,B,754.0,169.0,,,800.0,179.0,,,1000.0,224.0,,,,,,,,,,,,,,,,0,0.0
187,YAMAHA,KMV,,BKP-F3851-00-000Y,"ARM, OUT SIDE 1",STKMHT490,P,Khong,19.1,0.0,2.0,275.0,B,,,,,1558.0,361.0,800.0,185.0,800.0,185.0,,,,,,,,,,,,,,,,0,0.0
188,YAMAHA,KMV,,B4J-F4315-00-000Y,PIPE 5,STKMHT490,P,Khong,19.1,0.0,2.0,418.0,B,769.0,271.0,240.0,85.0,1840.0,648.0,3560.0,1254.0,,,,,,,,,,,,,,,,,,0,0.0
189,YAMAHA,KMV,,BYP-F4312-00-000Y,"PIPE, 2",STKMHT490,P,Khong,19.1,0.0,2.0,604.0,B,399.0,203.0,,,,,800.0,407.0,400.0,204.0,,,,,,,,,,,,,,,,0,0.0
190,YAMAHA,KMV,,BYP-F4316-00-000Y,"PIPE, 6",STKMHT490,P,Khong,19.1,0.0,2.0,628.0,B,399.0,211.0,,,,,800.0,424.0,400.0,212.0,,,,,,,,,,,,,,,,0,0.0
191,YAMAHA,KMV,,B4J-F4314-00-000Y,PIPE 4,STKMHT490,P,Khong,19.1,0.0,2.0,726.0,B,398.0,244.0,240.0,147.0,1840.0,1126.0,2360.0,1444.0,,,,,,,,,,,,,,,,,,0,0.0
192,YAMAHA,KMV,,BYP-F4322-00-000Y,"PIPE, 11",STKMHT490,P,Khong,19.1,0.0,2.0,893.0,B,154.0,116.0,,,,,450.0,339.0,200.0,151.0,,,,,,,,,,,,,,,,0,0.0
193,YAMAHA,KMV,,BYP-F4321-00-000Y,"PIPE, 10",STKMHT490,P,Khong,19.1,0.0,2.0,1020.0,B,265.0,228.0,,,,,400.0,344.0,200.0,172.0,,,,,,,,,,,,,,,,0,0.0
194,YAMAHA,KMV,,B4J-F4312-00-000Y,"PIPE, 2",STKMHT490,P,Khong,19.1,0.0,2.0,1282.0,B,401.0,433.0,320.0,346.0,1760.0,1902.0,960.0,1037.0,1400.0,1513.0,,,,,,,,,,,,,,,,0,0.0
195,YAMAHA,KMV,,BYP-F116X-00-000Y,"PIPE, 3",STKMHT490,P,Khong,22.2,0.0,1.6,1208.0,B,216.0,212.0,,,,,770.0,756.0,400.0,393.0,,,,,,,,,,,,,,,,0,0.0
196,YAMAHA,KMV,,BG4-F486H-00-000Y,"LOWER STAY., 1",STKMHT490,P,Khong,22.2,0.0,2.3,331.0,B,400.0,149.0,160.0,60.0,940.0,351.0,1100.0,411.0,2200.0,822.0,,,,,,,,,,,,,,,,0,0.0
197,YAMAHA,KMV,,BG4-F6136-00-000Y,PIPE 2,STKMHT490,P,Khong,22.2,0.0,2.3,484.0,B,400.0,219.0,160.0,87.0,940.0,514.0,1100.0,601.0,2200.0,1202.0,,,,,,,,,,,,,,,,0,0.0
198,YAMAHA,KMV,,J0G-K8361-00-000Y,ARMREST 1,STKMHT490,P,Khong,22.2,0.0,2.3,845.0,B,200.0,191.0,210.0,200.0,410.0,391.0,200.0,191.0,420.0,401.0,,,,,,,,,,,,,,,,0,0.0
199,YAMAHA,KMV,,J0G-K8362-00-000Y,ARMREST 2,STKMHT490,P,Khong,22.2,0.0,2.3,875.0,B,200.0,198.0,220.0,217.0,490.0,484.0,200.0,198.0,420.0,415.0,,,,,,,,,,,,,,,,0,0.0
200,YAMAHA,KMV,,BRN-21816-00-000Y,"PIPE, 1",STKMHT490,P,Khong,25.4,0.0,1.6,129.0,B,7231.0,876.0,3012.0,365.0,5120.0,620.0,2048.0,248.0,2700.0,327.0,,,,,,,,,,,,,,,,0,0.0
201,YAMAHA,KMV,,2TD-F1198-00-000Y,CROSS TUBE 3,STKMHT490,P,Khong,25.4,0.0,1.6,355.0,B,488.0,163.0,244.0,81.0,421.0,140.0,401.0,134.0,600.0,200.0,,,,,,,,,,,,,,,,0,0.0
202,YAMAHA,KMV,,B5Y-21195-00-000Y,SEAT RAIL 1,STKMHT490,P,Co,25.4,0.0,1.6,647.0,B,,,,,,,,,88.0,53.0,,,,,,,,,,,,,,,,0,0.0
203,YAMAHA,KMV,,B5U-21816-00-000Y,"PIPE, 1",STKMHT490,P,Khong,25.4,0.0,2.0,136.0,B,,,,,,,,,163.0,26.0,,,,,,,,,,,,,,,,0,1.0
204,YAMAHA,KMV,,BRN-21123-00-000Y,"BACK, STAY LH.",STKMHT490,P,Co,28.6,0.0,1.6,595.0,B,3747.0,2374.0,3012.0,1909.0,5120.0,3244.0,4748.0,3009.0,,,,,,,,,,,,,,,,,,0,0.0
205,YAMAHA,KMV,,B67-21123-00-000Y,BACK STAY LH,STKMHT490,P,Co,28.6,0.0,2.0,326.0,B,,,,,,,,,88.0,38.0,,,,,,,,,,,,,,,,0,0.0
206,YAMAHA,KMV,,BEA-21123-00-000Y,"BACK, STAY LH",STKMHT490,P,Co,28.6,0.0,2.0,388.0,B,1756.0,894.0,,,1700.0,865.0,,,1150.0,585.0,,,,,,,,,,,,,,,,0,0.0
207,YAMAHA,KMV,,B5U-21123-00-000Y,"BLACK, STAY LH",STKMHT490,P,Co,28.6,0.0,2.0,594.0,B,,,,,,,,,172.0,134.0,,,,,,,,,,,,,,,,0,1.0
208,YAMAHA,KMV,,BEA-21195-00-000Y,SEAT RAIL 1,STKMHT490,P,Co,28.6,0.0,2.0,664.0,B,,,,,,,,,400.0,348.0,,,,,,,,,,,,,,,,0,0.0
209,YAMAHA,KMV,,BRN-21195-00-000Y,"SEAT , RAIL 1",STKMHT490,P,Co,28.6,0.0,2.0,859.0,B,5761.0,6493.0,3072.0,3462.0,5120.0,5770.0,2048.0,2308.0,2700.0,3043.0,,,,,,,,,,,,,,,,0,0.0
210,YAMAHA,KMV,,J0P-K8423-00-1-000Y,PIPE,STKMHT490,P,Khong,28.6,0.0,2.0,1254.0,B,,,,,,,66.0,109.0,,,,,,,,,,,,,,,,,,0,1.0
211,YAMAHA,KMV,,J0G-F6135-00-000Y,PIPE 1,STKMHT490,P,Khong,28.6,0.0,2.0,2075.0,B,400.0,1089.0,430.0,1171.0,900.0,2450.0,400.0,1089.0,840.0,2287.0,,,,,,,,,,,,,,,,0,0.0
212,YAMAHA,KMV,,B4J-F6135-00-000Y,"PIPE, 1",STKMHT490,P,Khong,28.6,0.0,2.0,2083.0,B,408.0,1115.0,1100.0,3006.0,1100.0,3006.0,2200.0,6012.0,,,,,,,,,,,,,,,,,,0,0.0
213,YAMAHA,KMV,,BYP-F1423-00-000Y,"TUBE, CROSS",STKMHT490,P,Khong,38.1,0.0,1.6,1165.0,B,334.0,560.0,,,,,280.0,470.0,200.0,336.0,,,,,,,,,,,,,,,,0,0.0
214,YAMAHA,KMV,,2TD-F1123-00-000Y,BACKSTAY LH,STKMHT490,P,Khong,38.1,0.0,1.8,1285.0,B,1008.0,2087.0,456.0,944.0,935.0,1936.0,801.0,1658.0,1200.0,2484.0,,,,,,,,,,,,,,,,0,0.0
215,YAMAHA,KMV,,BJ7-F1191-00-000Y,DOWN TUBE 1,STKMHT490,P,Khong,45.0,0.0,2.3,1195.0,B,1613.0,4668.0,2686.0,7774.0,5502.0,15924.0,5604.0,16220.0,4900.0,14182.0,,,,,,,,,,,,,,,,0,0.0
216,YAMAHA,KMV,,B63-F1191-00-000Y,DOWN TUBE 1,STKMHT490,P,Khong,45.0,0.0,2.3,1220.0,B,253.0,748.0,295.0,872.0,267.0,789.0,1106.0,3268.0,1050.0,3103.0,,,,,,,,,,,,,,,,0,0.0
217,YAMAHA,KMV,,B63-F1192-00-000Y,DOWN TUBE 2,STKMHT490,P,Khong,45.0,0.0,2.3,1260.0,B,170.0,519.0,342.0,1044.0,267.0,815.0,1106.0,3375.0,1050.0,3204.0,,,,,,,,,,,,,,,,0,0.0
218,SUZUKI,KMV,SUZUKI,46412-31G11-000Y,"BRIDGE, FR CARRIER NO.1",STKMHT590,C,Khong,17.3,0.0,1.2,808.0,B,,,,,170.0,65.0,165.0,63.0,160.0,62.0,,,,,,,,,,,,,,,,0,0.0
219,SUZUKI,KMV,SUZUKI,46414-34K00-000Y,"TUBE, FR CARRIER FRAME RR",STKMHT590,C,Khong,19.1,0.0,1.2,650.0,B,,,1185.0,408.0,700.0,241.0,756.0,260.0,756.0,260.0,,,,,,,,,,,,,,,,0,0.0
220,SUZUKI,KMV,SUZUKI,46312-34K00-000Y,"BRIDGE, RR CARRIER NO.1",STKMHT590,C,Khong,19.1,0.0,1.2,916.0,B,,,1420.0,689.0,816.0,396.0,921.0,447.0,891.0,433.0,,,,,,,,,,,,,,,,0,0.0
221,SUZUKI,KMV,SUZUKI,46411-34K00-000Y,"TUBE, FR CARRIER FRAME FR",STKMHT590,C,Khong,19.1,0.0,1.2,1561.0,B,535.0,443.0,650.0,538.0,700.0,579.0,756.0,625.0,756.0,625.0,,,,,,,,,,,,,,,,0,0.0
222,SUZUKI,KMV,SUZUKI,46411-31G12-000Y,"TUBE, FR CARRIER NAME",STKMHT590,C,Khong,19.1,0.0,1.2,2180.0,B,,,,,167.0,193.0,165.0,191.0,160.0,185.0,,,,,,,,,,,,,,,,0,0.0
223,HONDA USA,KMV,,51374-HS1-A100-H1-000Y,"PIPE,UPPER ARM",STKMHT590,P,Khong,19.1,0.0,1.5,521.0,B,,,294.0,100.0,294.0,100.0,294.0,100.0,294.0,100.0,,,,,,,,,,,,,,,,0,0.0
224,YAMAHA,KMV,,BB5-F3371-00-000Y,"ARM, 2",STKMHT590,P,Khong,19.1,0.0,1.6,236.0,B,780.0,127.0,780.0,127.0,2760.0,449.0,780.0,127.0,1180.0,192.0,,,,,,,,,,,,,,,,0,0.0
225,YAMAHA,KMV,,2LS-F3371-00-000Y,"ARM, 1",STKMHT590,P,Khong,19.1,0.0,1.6,296.0,B,975.0,199.0,,,1920.0,392.0,960.0,196.0,825.0,168.0,,,,,,,,,,,,,,,,0,0.0
226,YAMAHA,KMV,,2LS-F3543-00-000Y,"ARM, 1",STKMHT590,P,Khong,19.1,0.0,1.6,306.0,B,978.0,206.0,,,1920.0,405.0,960.0,203.0,825.0,174.0,,,,,,,,,,,,,,,,0,0.0
227,YAMAHA,KMV,,1TD-F3375-00-000Y,"ARM, 1",STKMHT590,P,Khong,19.1,0.0,1.6,362.0,B,450.0,112.0,,,650.0,162.0,270.0,67.0,320.0,80.0,,,,,,,,,,,,,,,,0,0.0
228,YAMAHA,KMV,,1TD-F3361-00-000Y,"ARM, 1",STKMHT590,P,Khong,19.1,0.0,1.6,380.0,B,423.0,111.0,,,650.0,170.0,270.0,71.0,320.0,84.0,,,,,,,,,,,,,,,,0,0.0
229,YAMAHA,KMV,,2BG-F3371-00-000Y,"ARM, 1",STKMHT590,P,Khong,19.1,0.0,2.0,276.0,B,1100.0,256.0,1100.0,256.0,2200.0,512.0,,,1000.0,233.0,,,,,,,,,,,,,,,,0,0.0
